gene	phenotyp
TBX20	Atrial-septal-defect-4,-611363-(3)
TBX21	Asthma-and-nasal-polyps,-208550-(3),-Autosomal-recessive;-?Immunodeficiency-88,-619630-(3),-Autosomal-recessive;-{Asthma,-aspirin-induced,-susceptibility-to},-208550-(3),-Autosomal-recessive
TBX22	Cleft-palate-with-ankyloglossia,-303400-(3),-X-linked;-?Abruzzo-Erickson-syndrome,-302905-(3),-X-linked
TBX3	Ulnar-mammary-syndrome,-181450-(3),-Autosomal-dominant
TBX4	Ischiocoxopodopatellar-syndrome-with-or-without-pulmonary-arterial-hypertension,-147891-(3),-Autosomal-dominant;-Amelia,-posterior,-with-pelvic-and-pulmonary-hypoplasia-syndrome,-601360-(3),-Autosomal-recessive
TBX5	Holt-Oram-syndrome,-142900-(3),-Autosomal-dominant
TBX6	Spondylocostal-dysostosis-5,-122600-(3),-Autosomal-dominant,-Autosomal-recessive
TBXA2R	{Bleeding-disorder,-platelet-type,-13,-susceptibility-to},-614009-(3),-Autosomal-dominant
TBXAS1	Ghosal-hematodiaphyseal-syndrome,-231095-(3),-Autosomal-recessive
TBXT	Sacral-agenesis-with-vertebral-anomalies,-615709-(3),-Autosomal-recessive;-{Neural-tube-defects,-susceptibility-to},-182940-(3),-Autosomal-dominant
TCAP	Cardiomyopathy,-hypertrophic,-25,-607487-(3),-Autosomal-dominant;-Muscular-dystrophy,-limb-girdle,-autosomal-recessive-7,-601954-(3),-Autosomal-recessive
TCEAL1	Hijazi-Reis-syndrome,-301094-(3),-X-linked-dominant
TCF12	Craniosynostosis-3,-615314-(3),-Autosomal-dominant;-Hypogonadotropic-hypogonadism-26-with-or-without-anosmia,-619718-(3),-Autosomal-dominant,-Autosomal-recessive
TCF20	Developmental-delay-with-variable-intellectual-impairment-and-behavioral-abnormalities,-618430-(3),-Autosomal-dominant
TCF3	Agammaglobulinemia-8B,-autosomal-recessive,-619824-(3),-Autosomal-recessive;-Agammaglobulinemia-8A,-autosomal-dominant,-616941-(3),-Autosomal-dominant
TCF4	Pitt-Hopkins-syndrome,-610954-(3),-Autosomal-dominant;-Corneal-dystrophy,-Fuchs-endothelial,-3,-613267-(3),-Autosomal-dominant
TCF7L2	{Diabetes-mellitus,-type-2,-susceptibility-to},-125853-(3),-Autosomal-dominant
TCHH	?Uncombable-hair-syndrome-3,-617252-(3),-Autosomal-recessive
TCIRG1	Osteopetrosis,-autosomal-recessive-1,-259700-(3),-Autosomal-recessive
TCL1A	Leukemia/lymphoma,-T-cell,-186960-(2)
TCL1B	Leukemia/lymphoma,-T-cell,-603769-(2)
TCN2	Transcobalamin-II-deficiency,-275350-(3),-Autosomal-recessive
TCOF1	Treacher-Collins-syndrome-1,-154500-(3),-Autosomal-dominant
TCP1	?ACAT2-deficiency,-614055-(1),-Isolated-cases
TCP1	Intellectual-developmental-disorder-with-polymicrogyria-and-seizures,-621021-(3),-Autosomal-dominant
TCTN1	Joubert-syndrome-13,-614173-(3),-Autosomal-recessive
TCTN2	Joubert-syndrome-24,-616654-(3),-Autosomal-recessive;-?Meckel-syndrome-8,-613885-(3),-Autosomal-recessive
TCTN3	Joubert-syndrome-18,-614815-(3),-Autosomal-recessive;-Orofaciodigital-syndrome-IV,-258860-(3),-Autosomal-recessive
TDO2	[?Hypertryptophanemia],-600627-(3),-Autosomal-recessive
TDP1	?Spinocerebellar-ataxia,-autosomal-recessive,-with-axonal-neuropathy-1,-607250-(3),-Autosomal-recessive
TDP2	Spinocerebellar-ataxia,-autosomal-recessive-23,-616949-(3),-Autosomal-recessive
TDRD7	Cataract-36,-613887-(3),-Autosomal-recessive
TDRD9	?Spermatogenic-failure-30,-618110-(3),-Autosomal-recessive
TEAD1	Sveinsson-chorioretinal-atrophy,-108985-(3),-Autosomal-dominant
TECPR2	Neuropathy,-hereditary-sensory-and-autonomic,-type-IX,-with-developmental-delay,-615031-(3),-Autosomal-recessive
TECR	Intellectual-developmental-disorder,-autosomal-recessive-14,-614020-(3),-Autosomal-recessive
TECRL	Ventricular-tachycardia,-catecholaminergic-polymorphic,-3,-614021-(3),-Autosomal-recessive
TECTA	Deafness,-autosomal-dominant-8/12,-601543-(3),-Autosomal-dominant;-Deafness,-autosomal-recessive-21,-603629-(3),-Autosomal-recessive
TEFM	Combined-oxidative-phosphorylation-deficiency-58,-620451-(3),-Autosomal-recessive
TEK	Venous-malformations,-multiple-cutaneous-and-mucosal,-600195-(3),-Autosomal-dominant;-Glaucoma-3,-primary-congenital,-E,-617272-(3),-Autosomal-dominant
TEKT3	Spermatogenic-failure-81,-620277-(3),-Autosomal-recessive
TELO2	You-Hoover-Fong-syndrome,-616954-(3),-Autosomal-recessive
TENM3	Microphthalmia,-syndromic-15,-615145-(3),-Autosomal-recessive;-?Microphthalmia/coloboma-9,-615145-(3),-Autosomal-recessive
TENM4	Essential-tremor,-hereditary,-5,-616736-(3),-Autosomal-dominant
TENT5A	Osteogenesis-imperfecta,-type-XVIII,-617952-(3),-Autosomal-recessive
TERB1	Spermatogenic-failure-60,-619646-(3),-Autosomal-recessive
TERB2	?Spermatogenic-failure-59,-619645-(3),-Autosomal-recessive
TERC	Radioulnar-synostosis-with-amegakaryocytic-thrombocytopenia-2,-616738-(3),-Autosomal-dominant
TERT	Dyskeratosis-congenita,-autosomal-dominant-2,-613989-(3),-Autosomal-dominant,-Autosomal-recessive;-Dyskeratosis-congenita,-autosomal-recessive-4,-613989-(3),-Autosomal-dominant,-Autosomal-recessive;-Pulmonary-fibrosis-and/or-bone-marrow-failure-syndrome,-telomere-related,-1,-614742-(3),-Autosomal-dominant;-{Melanoma,-cutaneous-malignant,-9},-615134-(3),-Autosomal-dominant;-{Leukemia,-acute-myeloid},-601626-(3),-Autosomal-dominant,-Somatic-mutation
TET2	Myelodysplastic-syndrome,-somatic,-614286-(3);-Immunodeficiency-75,-619126-(3),-Autosomal-recessive
TET3	Beck-Fahrner-syndrome,-618798-(3),-Autosomal-dominant,-Autosomal-recessive
TEX10	Nephronophthisis-2,-infantile,-602088-(3),-Autosomal-recessive
TEX11	Spermatogenic-failure,-X-linked-2,-309120-(3),-X-linked-recessive
TEX14	Spermatogenic-failure-23,-617707-(3),-Autosomal-recessive
TEX15	Spermatogenic-failure-25,-617960-(3),-Autosomal-recessive
TF	Atransferrinemia,-209300-(3),-Autosomal-recessive
TFAM	?Mitochondrial-DNA-depletion-syndrome-15-(hepatocerebral-type),-617156-(3),-Autosomal-recessive
TFAP2A	Branchiooculofacial-syndrome,-113620-(3),-Autosomal-dominant
TFAP2A,TFAP2A-AS2	Branchiooculofacial-syndrome,-113620-(3),-Autosomal-dominant
TFAP2B	Patent-ductus-arteriosus-2,-617035-(3),-Autosomal-dominant;-Char-syndrome,-169100-(3),-Autosomal-dominant
TFE3	Intellectual-developmental-disorder,-X-linked-syndromic,-with-pigmentary-mosaicism-and-coarse-facies,-301066-(3),-X-linked;-Renal-cell-carcinoma,-papillary,-1,-300854-(3)
TFG	?Spastic-paraplegia-57,-autosomal-recessive,-615658-(3),-Autosomal-recessive;-Hereditary-motor-and-sensory-neuropathy,-Okinawa-type,-604484-(3),-Autosomal-dominant
TFR2	Hemochromatosis,-type-3,-604250-(3),-Autosomal-recessive
TFRC	Immunodeficiency-46,-616740-(3),-Autosomal-recessive
TG	{Autoimmune-thyroid-disease,-susceptibility-to,-3},-608175-(3);-Thyroid-dyshormonogenesis-3,-274700-(3),-Autosomal-recessive
TGDS	Catel-Manzke-syndrome,-616145-(3),-Autosomal-recessive
TGFB1	Inflammatory-bowel-disease,-immunodeficiency,-and-encephalopathy,-618213-(3),-Autosomal-recessive;-{Cystic-fibrosis-lung-disease,-modifier-of},-219700-(3),-Autosomal-recessive;-Camurati-Engelmann-disease-1,-131300-(3),-Autosomal-dominant
TGFB2	Loeys-Dietz-syndrome-4,-614816-(3),-Autosomal-dominant;-Camurati-Engelmann-disease-2,-606631-(3),-Autosomal-dominant
TGFB3	Arrhythmogenic-right-ventricular-dysplasia-1,-107970-(3),-Autosomal-dominant;-Loeys-Dietz-syndrome-5,-615582-(3),-Autosomal-dominant
TGFBI	Corneal-dystrophy,-Avellino-type,-607541-(3),-Autosomal-dominant;-Corneal-dystrophy,-Reis-Bucklers-type,-608470-(3),-Autosomal-dominant;-Corneal-dystrophy,-Thiel-Behnke-type,-602082-(3),-Autosomal-dominant;-Corneal-dystrophy,-Groenouw-type-I,-121900-(3),-Autosomal-dominant;-Corneal-dystrophy,-epithelial-basement-membrane,-121820-(3),-Autosomal-dominant;-Corneal-dystrophy,-lattice-type-I,-122200-(3),-Autosomal-dominant;-Corneal-dystrophy,-lattice-type-IIIA,-608471-(3),-Autosomal-dominant
TGFBR1	{Multiple-self-healing-squamous-epithelioma,-susceptibility-to},-132800-(3),-Autosomal-dominant;-Loeys-Dietz-syndrome-1,-609192-(3),-Autosomal-dominant
TGFBR2	Loeys-Dietz-syndrome-2,-610168-(3),-Autosomal-dominant;-Colorectal-cancer,-hereditary-nonpolyposis,-type-6,-614331-(3);-Esophageal-cancer,-somatic,-133239-(3)
TGIF1	Holoprosencephaly-4,-142946-(3),-Autosomal-dominant
TGM1	Ichthyosis,-congenital,-autosomal-recessive-1,-242300-(3),-Autosomal-recessive
TGM3	?Uncombable-hair-syndrome-2,-617251-(3),-Autosomal-recessive
TGM5	Peeling-skin-syndrome-2,-609796-(3),-Autosomal-recessive
TGM6	Spinocerebellar-ataxia-35,-613908-(3),-Autosomal-dominant
TH	Segawa-syndrome,-recessive,-605407-(3),-Autosomal-recessive
THAP1	Dystonia-6,-torsion,-602629-(3),-Autosomal-dominant
THAP11	?Methylmalonic-aciduria-and-homocystinuria,-cblL-type,-620940-(3),-Autosomal-recessive;-Spinocerebellar-ataxia-51,-620947-(3),-Autosomal-dominant
THAP11	?Short-stature-and-microcephaly-with-genital-anomalies,-618702-(3),-Autosomal-recessive
THBD	Thrombophilia-12-due-to-thrombomodulin-defect,-614486-(3),-Autosomal-dominant;-{Hemolytic-uremic-syndrome,-atypical,-susceptibility-to,-6},-612926-(3),-Autosomal-dominant
THBS2	?Ehlers-Danlos-syndrome,-classic-like,-3,-620865-(3),-Autosomal-dominant;-{Lumbar-disc-herniation,-susceptibility-to},-603932-(3)
THG1L	Spinocerebellar-ataxia,-autosomal-recessive-28,-618800-(3),-Autosomal-recessive
THOC1	?Deafness,-autosomal-dominant-86,-620280-(3),-Autosomal-dominant
THOC2	Arthrogryposis-multiplex-congenita-7,-X-linked,-301127-(3),-X-linked;-Intellectual-developmental-disorder,-X-linked-syndromic,-Kumar-type,-300957-(3),-X-linked
THOC6	Beaulieu-Boycott-Innes-syndrome,-613680-(3),-Autosomal-recessive
THOC7	Spinocerebellar-ataxia-7,-164500-(3),-Autosomal-dominant
THPO	Thrombocythemia-1,-187950-(3),-Autosomal-dominant;-Thrombocytopenia-9,-620478-(3),-Autosomal-dominant;-Amegakaryocytic-thrombocytopenia,-congenital,-2,-620481-(3),-Autosomal-recessive
THRA	Hypothyroidism,-congenital,-nongoitrous,-6,-614450-(3),-Autosomal-dominant
THRB	Thyroid-hormone-resistance,-autosomal-recessive,-274300-(3),-Autosomal-recessive;-Thyroid-hormone-resistance,-188570-(3),-Autosomal-dominant;-Thyroid-hormone-resistance,-selective-pituitary,-145650-(3),-Autosomal-dominant
THSD1	?Aneurysm,-intracranial-berry,-12,-618734-(3),-Autosomal-dominant;-Lymphatic-malformation-13,-620244-(3),-Autosomal-recessive
THSD4	Aortic-aneurysm,-familial-thoracic-12,-619825-(3),-Autosomal-dominant
THUMPD1	Neurodevelopmental-disorder-with-speech-delay-and-variable-ocular-anomalies,-619989-(3),-Autosomal-recessive
TIA1	Welander-distal-myopathy,-604454-(3),-Autosomal-dominant,-Autosomal-recessive;-Amyotrophic-lateral-sclerosis-26-with-or-without-frontotemporal-dementia,-619133-(3),-Autosomal-dominant
TIAM1	Neurodevelopmental-disorder-with-language-delay-and-seizures,-619908-(3),-Autosomal-recessive
TICAM1	{Encephalopathy,-acute,-infection-induced-(herpes-specific),-susceptibility-to,-6},-614850-(3),-Autosomal-dominant,-Autosomal-recessive
TICRR	Joubert-syndrome-12,-200990-(3),-Autosomal-recessive;-Acrocallosal-syndrome,-200990-(3),-Autosomal-recessive;-?Hydrolethalus-syndrome-2,-614120-(3),-Autosomal-recessive;-?Al-Gazali-Bakalinova-syndrome,-607131-(3),-Autosomal-recessive
TIE1	Lymphatic-malformation-11,-619401-(3),-Autosomal-dominant
TIGD1	Multiple-pterygium-syndrome,-lethal-type,-253290-(3),-Autosomal-recessive;-Escobar-syndrome,-265000-(3),-Autosomal-recessive
TIMELESS	?Advance-sleep-phase-syndrome,-familial,-4,-620015-(3),-Autosomal-dominant
TIMM22	?Combined-oxidative-phosphorylation-deficiency-43,-618851-(3),-Autosomal-recessive
TIMM50	3-methylglutaconic-aciduria,-type-IX,-617698-(3),-Autosomal-recessive
TIMM8A	Mohr-Tranebjaerg-syndrome,-304700-(3),-X-linked-recessive
TIMMDC1	Mitochondrial-complex-I-deficiency,-nuclear-type-31,-618251-(3),-Autosomal-recessive
TIMP1	Epilepsy,-X-linked-1,-with-variable-learning-disabilities-and-behavior-disorders,-300491-(3),-X-linked;-Intellectual-developmental-disorder,-X-linked-50,-300115-(3),-X-linked
TIMP3	Sorsby-fundus-dystrophy,-136900-(3),-Autosomal-dominant
TIMP4	{Schizophrenia,-susceptibility-to},-181500-(3),-Autosomal-dominant
TINF2	Dyskeratosis-congenita,-autosomal-dominant-3,-613990-(3),-Autosomal-dominant;-Revesz-syndrome,-268130-(3),-Autosomal-dominant
TIRAP	{Malaria,-protection-against},-611162-(3);-{Tuberculosis,-protection-against},-607948-(3);-{Bacteremia,-protection-against},-614382-(3)
TJP2	Hypercholanemia,-familial-1,-607748-(3),-Autosomal-recessive;-Cholestasis,-progressive-familial-intrahepatic-4,-615878-(3),-Autosomal-recessive
TK2	Mitochondrial-DNA-depletion-syndrome-2-(myopathic-type),-609560-(3),-Autosomal-recessive;-?Progressive-external-ophthalmoplegia-with-mitochondrial-DNA-deletions,-autosomal-recessive-3,-617069-(3),-Autosomal-recessive
TKFC	Triokinase-and-FMN-cyclase-deficiency-syndrome,-618805-(3),-Autosomal-recessive
TKT	Short-stature,-developmental-delay,-and-congenital-heart-defects,-617044-(3),-Autosomal-recessive
TLCD3B	Cone-rod-dystrophy-22,-619531-(3),-Autosomal-recessive
TLE6	Oocyte/zygote/embryo-maturation-arrest-15,-616814-(3),-Autosomal-recessive
TLK2	Intellectual-developmental-disorder,-autosomal-dominant-57,-618050-(3),-Autosomal-dominant
TLL1	Atrial-septal-defect-6,-613087-(3),-Autosomal-dominant
TLR1	{Leprosy,-susceptibility-to,-5},-613223-(3);-{Leprosy,-protection-against},-613223-(3)
TLR2	{Colorectal-cancer,-susceptibility-to},-114500-(3),-Autosomal-dominant,-Somatic-mutation;-{Leprosy,-susceptibility-to},-246300-(3),-Autosomal-dominant;-{Mycobacterium-tuberculosis,-susceptibility-to},-607948-(3)
TLR3	{HIV1-infection,-resistance-to},-609423-(3);-{Immunodeficiency-83,-susceptibility-to-viral-infections},-613002-(3),-Autosomal-dominant,-Autosomal-recessive
TLR5	{Melioidosis,-susceptibility-to},-615557-(3),-Autosomal-dominant;-{Systemic-lupus-erythematosus,-susceptibility-to,-1},-601744-(3),-Autosomal-dominant;-{Systemic-lupus-erythematosus,-resistance-to},-601744-(3),-Autosomal-dominant;-{Legionnaire-disease,-susceptibility-to},-608556-(3)
TLR7	Immunodeficiency-74,-COVID19-related,-X-linked,-301051-(3),-X-linked-recessive;-Systemic-lupus-erythematosus-17,-301080-(3),-X-linked-dominant
TLR8	Immunodeficiency-98-with-autoinflammation,-X-linked,-301078-(3),-Somatic-mosaicism,-X-linked
TM2D3	Neurocardiorenal-malformation-syndrome,-621379-(3),-Autosomal-recessive
TM4SF20	{Specific-language-impairment-5},-615432-(3),-Autosomal-dominant
TMBIM1	Paroxysmal-nonkinesigenic-dyskinesia-1,-118800-(3),-Autosomal-dominant
TMC1	Deafness,-autosomal-dominant-36,-606705-(3),-Autosomal-dominant;-Deafness,-autosomal-recessive-7,-600974-(3),-Autosomal-recessive
TMC6	{Epidermodysplasia-verruciformis,-susceptibility-to,-1},-226400-(3),-Autosomal-recessive
TMC8	{Epidermodysplasia-verruciformis,-susceptibility-to,-1},-226400-(3),-Autosomal-recessive
TMC8	{Epidermodysplasia-verruciformis,-susceptibility-to,-2},-618231-(3),-Autosomal-recessive
TMCO1	Craniofacial-dysmorphism,-skeletal-anomalies,-and-impaired-intellectual-development-1,-213980-(3),-Autosomal-recessive
TMEM106B	Leukodystrophy,-hypomyelinating,-16,-617964-(3),-Autosomal-dominant
TMEM107	Orofaciodigital-syndrome-XVI,-617563-(3),-Autosomal-recessive;-Meckel-syndrome-13,-617562-(3),-Autosomal-recessive;-?Joubert-syndrome-29,-617562-(3),-Autosomal-recessive
TMEM126A	Optic-atrophy-7,-612989-(3),-Autosomal-recessive
TMEM126B	Mitochondrial-complex-I-deficiency,-nuclear-type-29,-618250-(3),-Autosomal-recessive
TMEM127	{Pheochromocytoma,-susceptibility-to},-171300-(3),-Autosomal-dominant
TMEM132E	Deafness,-autosomal-recessive-99,-618481-(3),-Autosomal-recessive
TMEM138	Joubert-syndrome-16,-614465-(3),-Autosomal-recessive
TMEM147	Neurodevelopmental-disorder-with-facial-dysmorphism,-absent-language,-and-pseudo-Pelger-Huet-anomaly,-620075-(3),-Autosomal-recessive
TMEM151A	Episodic-kinesigenic-dyskinesia-3,-620245-(3),-Autosomal-dominant
TMEM163	Leukodystrophy,-hypomyelinating,-25,-620243-(3),-Autosomal-dominant
TMEM165	Congenital-disorder-of-glycosylation,-type-IIk,-614727-(3),-Autosomal-recessive
TMEM198	3-M-syndrome-2,-612921-(3),-Autosomal-recessive
TMEM199	Congenital-disorder-of-glycosylation,-type-IIp,-616829-(3),-Autosomal-recessive
TMEM204	{Polycystic-kidney-disease-9,-susceptibility-to},-621164-(3),-Autosomal-dominant;-Short-rib-thoracic-dysplasia-9-with-or-without-polydactyly,-266920-(3),-Autosomal-recessive;-Retinitis-pigmentosa-80,-617781-(3),-Autosomal-recessive;-Cranioectodermal-dysplasia-5,-621180-(3),-Autosomal-recessive
TMEM213	Distal-renal-tubular-acidosis-3,-with-or-without-sensorineural-hearing-loss,-602722-(3),-Autosomal-recessive
TMEM216	Joubert-syndrome-2,-608091-(3),-Autosomal-recessive;-Retinitis-pigmentosa-98,-620996-(3),-Autosomal-recessive;-Meckel-syndrome-2,-603194-(3),-Autosomal-recessive
TMEM218	Joubert-syndrome-39,-619562-(3),-Autosomal-recessive
TMEM222	Neurodevelopmental-disorder-with-motor-and-speech-delay-and-behavioral-abnormalities,-619470-(3),-Autosomal-recessive
TMEM229B	Molybdenum-cofactor-deficiency-C,-615501-(3),-Autosomal-recessive
TMEM231	Joubert-syndrome-20,-614970-(3),-Autosomal-recessive;-Meckel-syndrome-11,-615397-(3),-Autosomal-recessive
TMEM237	Joubert-syndrome-14,-614424-(3),-Autosomal-recessive
TMEM240	Spinocerebellar-ataxia-21,-607454-(3),-Autosomal-dominant
TMEM251	Dysostosis-multiplex,-Ain-Naz-type,-619345-(3),-Autosomal-recessive
TMEM260	Structural-heart-defects-and-renal-anomalies-syndrome,-617478-(3),-Autosomal-recessive
TMEM38B	Osteogenesis-imperfecta,-type-XIV,-615066-(3),-Autosomal-recessive
TMEM42	?Braddock-Carey-syndrome-2,-619981-(3),-Autosomal-recessive
TMEM43	Arrhythmogenic-right-ventricular-dysplasia-5,-604400-(3),-Autosomal-dominant;-Auditory-neuropathy,-autosomal-dominant-3,-619832-(3),-Autosomal-dominant;-Emery-Dreifuss-muscular-dystrophy-7,-AD,-614302-(3),-Autosomal-dominant
TMEM43	Xeroderma-pigmentosum,-group-C,-278720-(3),-Autosomal-recessive
TMEM43,XPC	Xeroderma-pigmentosum,-group-C,-278720-(3),-Autosomal-recessive
TMEM53	Craniotubular-dysplasia,-Ikegawa-type,-619727-(3),-Autosomal-recessive
TMEM53	Leukodystrophy,-hypomyelinating,-23,-with-ataxia,-deafness,-liver-dysfunction,-and-dilated-cardiomyopathy,-619688-(3),-Autosomal-recessive
TMEM63A	Leukodystrophy,-hypomyelinating,-19,-transient-infantile,-618688-(3),-Autosomal-dominant
TMEM63B	Developmental-and-epileptic-encephalopathy-118,-621250-(3),-Autosomal-dominant
TMEM63C	Spastic-paraplegia-87,-autosomal-recessive,-619966-(3),-Autosomal-recessive
TMEM67	Nephronophthisis-11,-613550-(3),-Autosomal-recessive;-{Bardet-Biedl-syndrome-14,-modifier-of},-615991-(3),-Autosomal-recessive;-Joubert-syndrome-6,-610688-(3),-Autosomal-recessive;-Meckel-syndrome-3,-607361-(3),-Autosomal-recessive;-?RHYNS-syndrome,-602152-(3),-Autosomal-recessive;-COACH-syndrome-1,-216360-(3),-Autosomal-recessive
TMEM70	Mitochondrial-complex-V-(ATP-synthase)-deficiency,-nuclear-type-2,-614052-(3),-Autosomal-recessive
TMEM71	Ciliary-dyskinesia,-primary,-19,-614935-(3),-Autosomal-recessive
TMEM80	Vulto-van-Silfout-de-Vries-syndrome,-615828-(3),-Autosomal-dominant;-Neurodevelopmental-disorder-with-hypotonia,-impaired-expressive-language,-and-with-or-without-seizures,-617171-(3),-Autosomal-recessive
TMEM94	Intellectual-developmental-disorder-with-cardiac-defects-and-dysmorphic-facies,-618316-(3),-Autosomal-recessive
TMEM98	Nanophthalmos-4,-615972-(3),-Autosomal-dominant
TMIE	Deafness,-autosomal-recessive-6,-600971-(3),-Autosomal-recessive
TMLHE	{Autism,-susceptibility-to,-X-linked-6},-300872-(3),-X-linked-recessive
TMOD4	Orofaciodigital-syndrome-XIX,-620107-(3),-Autosomal-recessive
TMPPE	GM1-gangliosidosis,-type-I,-230500-(3),-Autosomal-recessive;-GM1-gangliosidosis,-type-III,-230650-(3),-Autosomal-recessive;-Mucopolysaccharidosis-type-IVB-(Morquio),-253010-(3),-Autosomal-recessive;-GM1-gangliosidosis,-type-II,-230600-(3),-Autosomal-recessive
TMPRSS15	Enterokinase-deficiency,-226200-(3),-Autosomal-recessive
TMPRSS3	Deafness,-autosomal-recessive-8/10,-601072-(3),-Autosomal-recessive
TMPRSS6	Iron-refractory-iron-deficiency-anemia,-206200-(3),-Autosomal-recessive
TMTC3	Lissencephaly-8,-617255-(3),-Autosomal-recessive
TMTC4	?Deafness,-autosomal-recessive-122,-620714-(3),-Autosomal-recessive
TMX2	Neurodevelopmental-disorder-with-microcephaly,-cortical-malformations,-and-spasticity,-618730-(3),-Autosomal-recessive
TNC	Deafness,-autosomal-dominant-56,-615629-(3),-Autosomal-dominant
TNF	{Migraine-without-aura,-susceptibility-to},-157300-(3),-Autosomal-dominant;-{Dementia,-vascular,-susceptibility-to}-(3);-?Immunodeficiency-127,-620977-(3),-Autosomal-recessive;-{Asthma,-susceptibility-to},-600807-(3),-Autosomal-dominant;-{Septic-shock,-susceptibility-to}-(3);-{Malaria,-cerebral,-susceptibility-to},-611162-(3)
TNFAIP3	Autoinflammatory-syndrome,-familial,-Behcet-like-1,-616744-(3),-Autosomal-dominant
TNFRSF10B	Squamous-cell-carcinoma,-head-and-neck,-275355-(3),-Autosomal-recessive
TNFRSF11A	Osteopetrosis,-autosomal-recessive-7,-612301-(3),-Autosomal-recessive;-{Paget-disease-of-bone-2,-early-onset},-602080-(3),-Autosomal-dominant;-Osteolysis,-familial-expansile,-174810-(3),-Autosomal-dominant
TNFRSF11B	Paget-disease-of-bone-5,-juvenile-onset,-239000-(3),-Autosomal-recessive
TNFRSF13B	Immunodeficiency,-common-variable,-2,-240500-(3),-Autosomal-dominant,-Autosomal-recessive;-Immunoglobulin-A-deficiency-2,-609529-(3)
TNFRSF13C	Immunodeficiency,-common-variable,-4,-613494-(3),-Autosomal-recessive
TNFRSF1A	{Multiple-sclerosis,-susceptibility-to,-5},-614810-(3);-Periodic-fever,-familial,-142680-(3),-Autosomal-dominant
TNFRSF4	?Immunodeficiency-16,-615593-(3),-Autosomal-recessive
TNFRSF9	Immunodeficiency-109-with-lymphoproliferation,-620282-(3),-Autosomal-recessive
TNFSF11	Osteopetrosis,-autosomal-recessive-2,-259710-(3),-Autosomal-recessive
TNFSF4	{Myocardial-infarction,-susceptibility-to},-608446-(3)
TNIK	Intellectual-developmental-disorder,-autosomal-recessive-54,-617028-(3),-Autosomal-recessive
TNNC1	Cardiomyopathy,-dilated,-1Z,-611879-(3),-Autosomal-dominant;-Cardiomyopathy,-hypertrophic,-13,-613243-(3),-Autosomal-dominant
TNNC2	Congenital-myopathy-15,-620161-(3),-Autosomal-dominant
TNNI2	Arthrogryposis,-distal,-type-2B1,-601680-(3),-Autosomal-dominant
TNNI3	?Cardiomyopathy,-dilated,-2A,-611880-(3),-Autosomal-recessive;-Cardiomyopathy,-hypertrophic,-7,-613690-(3),-Autosomal-dominant;-Cardiomyopathy,-familial-restrictive,-1,-115210-(3),-Autosomal-dominant;-Cardiomyopathy,-dilated,-1FF,-613286-(3),-Autosomal-dominant
TNNI3K	Cardiac-conduction-disease-with-or-without-dilated-cardiomyopathy,-616117-(3),-Autosomal-dominant
TNNT1	Nemaline-myopathy-5C,-autosomal-dominant,-620389-(3),-Autosomal-dominant;-Nemaline-myopathy-5A,-autosomal-recessive,-severe-infantile,-605355-(3),-Autosomal-recessive;-Nemaline-myopathy-5B,-autosomal-recessive,-childhood-onset,-620386-(3),-Autosomal-recessive
TNNT2	Cardiomyopathy,-dilated,-1D,-601494-(3),-Autosomal-dominant;-Cardiomyopathy,-hypertrophic,-2,-115195-(3),-Autosomal-dominant;-Cardiomyopathy,-familial-restrictive,-3,-612422-(3),-Autosomal-dominant;-Left-ventricular-noncompaction-6,-601494-(3),-Autosomal-dominant
TNNT3	Arthrogryposis,-distal,-type-2B2,-618435-(3),-Autosomal-dominant
TNPO2	Intellectual-developmental-disorder-with-hypotonia,-impaired-speech,-and-dysmorphic-facies,-619556-(3),-Autosomal-dominant
TNPO3	Muscular-dystrophy,-limb-girdle,-autosomal-dominant-2,-608423-(3),-Autosomal-dominant
TNR	Neurodevelopmental-disorder,-nonprogressive,-with-spasticity-and-transient-opisthotonus,-619653-(3),-Autosomal-recessive
TNRC6A	?Epilepsy,-familial-adult-myoclonic,-6,-618074-(3),-Autosomal-dominant
TNRC6B	Global-developmental-delay-with-speech-and-behavioral-abnormalities,-619243-(3),-Autosomal-dominant
TNXB	Ehlers-Danlos-syndrome,-classic-like,-1,-606408-(3),-Autosomal-recessive;-Vesicoureteral-reflux-8,-615963-(3),-Autosomal-dominant
TNXB	Hyperandrogenism,-nonclassic-type,-due-to-21-hydroxylase-deficiency,-201910-(3),-Autosomal-recessive;-Adrenal-hyperplasia,-congenital,-due-to-21-hydroxylase-deficiency,-201910-(3),-Autosomal-recessive
TOE1	Pontocerebellar-hypoplasia,-type-7,-614969-(3),-Autosomal-recessive
TOGARAM1	Joubert-syndrome-37,-619185-(3),-Autosomal-recessive
TOM1	?Immunodeficiency-85-and-autoimmunity,-619510-(3),-Autosomal-dominant
TOM1L1	Mitochondrial-complex-IV-deficiency,-nuclear-type-23,-620275-(3),-Autosomal-recessive
TOMM7	Garg-Mishra-progeroid-syndrome,-620601-(3),-Autosomal-recessive
TONSL	Spondyloepimetaphyseal-dysplasia,-sponastrime-type,-271510-(3),-Autosomal-recessive
TOP1	DNA-topoisomerase-I,-camptothecin-resistant-(3)
TOP2A	DNA-topoisomerase-II,-resistance-to-inhibition-of,-by-amsacrine-(3)
TOP2B	B-cell-immunodeficiency,-distal-limb-anomalies,-and-urogenital-malformations,-609296-(3),-Autosomal-dominant
